,text,entity_indices,entities,labels,relations,edges
7312,The list contained books of various genres and reading and interest levels,"(1, 3)","['list', 'books']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
7313,A large rig combines a trampoline system with a bungee cord system,"(2, 6)","['rig', 'trampoline system']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
7314,Now in its 56th year this unique folkloric dance company continues to collect perform and preserve authentic traditional Hungarian music and dance,"(8, 9)","['dance', 'company']","Product-Producer(e1,e2)",['Product-Producer'],"(e1,e2)"
7315,The burning fuel produces exhaust gases which when forced out the nozzle produce thrust moving the rocket in the other direction,"(2, 5)","['fuel', 'gases']","Entity-Origin(e2,e1)",['Entity-Origin'],"(e2,e1)"
7316,In converting a tree into thick planks the saw causes a waste of a very small fractional part,"(8, 11)","['saw', 'waste']",Other,['Other'],NA
7317,Until recently patient record was represented by documents in paper kept in a variety of formats different contents and places,"(7, 15)","['documents', 'formats']",Other,['Other'],NA
7318,The book is about how the bomb was used in diplomacy,"(6, 10)","['bomb', 'diplomacy']","Instrument-Agency(e1,e2)",['Instrument-Agency'],"(e1,e2)"
7319,The display table contained books and posters for visitors to browse,"(2, 4)","['display table', 'books']",Other,['Other'],NA
7320,After several years of self-observation Alexander began to teach his method of conscious inhibition through manual facilitated movement,"(13, 17)","['inhibition', 'movement']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
7321,The spammer writes a simple bot that goes to your site and hits the registration page,"(1, 5)","['spammer', 'bot']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
7322,As the molten metal cools it hardens and assumes the shape created by the mold cavity,"(10, 15)","['shape', 'cavity']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
7323,In particular we work on devices that take the signal that is carried in a beam of light going through an optical fiber and transfer that signal to another beam of light going through the same fiber,"(9, 15)","['signal', 'beam']",Other,['Other'],NA
7324,A knitting needle or knitting pin is a long stick or rod used as a tool in the manufacture of hand knitted fabric,"(5, 18)","['knitting pin', 'manufacture']",Other,['Other'],NA
7325,Driving with sleep deprivation has similar effects as driving under the influence,"(0, 3)","['Driving', 'deprivation']",Other,['Other'],NA
7326,We planetary citizens have a unique capacity for ecstasy from repetition - especially when it comes from drumming,"(8, 10)","['ecstasy', 'repetition']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
7327,The tailor left his scissors on a wall below his balcony,"(1, 4)","['tailor', 'scissors']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
7328,As many as 18 products in your home come from this guy company,"(11, 12)","['guy', 'company']",Other,['Other'],NA
7329,Some pathologists do this with a scalpel while others use scissors,"(1, 6)","['pathologists', 'scalpel']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
7330,The authors take us on an extraordinary journey from the depths of the ocean to the net of a fisherman,"(16, 19)","['net', 'fisherman']","Instrument-Agency(e1,e2)",['Instrument-Agency'],"(e1,e2)"
7331,The scintillator material produces visible light when transversed by the particle radiated energy,"(2, 5)","['scintillator material', 'visible light']","Cause-Effect(e1,e2)",['Cause-Effect'],"(e1,e2)"
7332,The supplier invoice is payable within 30 days,"(1, 2)","['supplier', 'invoice']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
7333,The contents of the boxes included phone cards disposable cameras and razors travel-size toiletries snack food and lots of candy,"(4, 7)","['boxes', 'phone cards']","Content-Container(e2,e1)",['Content-Container'],"(e2,e1)"
7334,The photoheliograph produced the glass-plate photographs on display in this exhibition gallery,"(1, 5)","['photoheliograph', 'photographs']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
7335,The acoustic test is where we put the spacecraft in a sound chamber and blast it with over 140 decibels of noise for at least a full minute to simulate what it is going to experience during the launch,"(8, 12)","['spacecraft', 'sound chamber']",Other,['Other'],NA
7336,The evacuation after the Chernobyl accident was poorly planned and chaotic,"(1, 5)","['evacuation', 'accident']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
7337,The contents of the box were a present and the box itself was as a present,"(4, 7)","['box', 'present']","Content-Container(e2,e1)",['Content-Container'],"(e2,e1)"
7338,Commodities that sell and bear rents are also products including the coils that help distill whiskey the tatters of the beggar the retorts of the adulterating druggist the jimmy of the burglar and the brig of the pirate,"(28, 31)","['jimmy', 'burglar']","Instrument-Agency(e1,e2)",['Instrument-Agency'],"(e1,e2)"
7339,The typical flu infection starts with fever muscular pains headache and general fatigue,"(3, 6)","['infection', 'fever']",Other,['Other'],NA
7340,The goal of the study was to determine the percentage of adult Americans who keep money in a regular savings account,"(15, 20)","['money', 'savings account']","Content-Container(e1,e2)",['Content-Container'],"(e1,e2)"
7341,The signal is received from a known direction,"(1, 7)","['signal', 'direction']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
7342,Our water froze and batteries kept in pockets got cold,"(4, 7)","['batteries', 'pockets']","Content-Container(e1,e2)",['Content-Container'],"(e1,e2)"
7343,I had told this headhunter company repeatedly that I was only interested in working in the Philadelphia area,"(4, 5)","['headhunter', 'company']",Other,['Other'],NA
7344,A single blow made with the chisel angled incorrectly cracks a block or break a delicate protrusion,"(2, 6)","['blow', 'chisel']",Other,['Other'],NA
7345,The corbel was carved with a contorted face,"(1, 7)","['corbel', 'face']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
7346,The steering committee developed the protocol and consent forms with the participating sites and guided the implementation of the trial,"(2, 5)","['committee', 'protocol']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
7347,Buyers of new stoves are sometimes encouraged to buy the optional fan that is offered by the stove manufacturer,"(17, 18)","['stove', 'manufacturer']","Product-Producer(e1,e2)",['Product-Producer'],"(e1,e2)"
7348,To that end the faculty collaboratively designed the credential certificate and degree programs to provide you with a sequence of coursework and field experiences that prepares you to not only act like teachers counselors and administrators but to think like them as well,"(4, 12)","['faculty', 'programs']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
7349,Yet 14 members in the Lebanese parliament are from the Hezbollah party,"(2, 11)","['members', 'party']","Member-Collection(e1,e2)",['Member-Collection'],"(e1,e2)"
7350,The flavour and colour depend on the plants from which the bees manufactured the nectar,"(11, 14)","['bees', 'nectar']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
7351,Insulin is a hormone naturally produced by the pancreas,"(0, 8)","['Insulin', 'pancreas']","Product-Producer(e1,e2)",['Product-Producer'],"(e1,e2)"
7352,Canola oil is a versatile neutral-tasting oil that is very low in saturated fat,"(0, 1)","['Canola', 'oil']","Entity-Origin(e2,e1)",['Entity-Origin'],"(e2,e1)"
7353,A second aspect of the invention provides apparatuses for indicating the position of an oar during rowing,"(14, 16)","['oar', 'rowing']",Other,['Other'],NA
7354,Such airships are essentially motorized free balloons and the engines are carried in a car attached to the lower side or bottom of the bag,"(9, 14)","['engines', 'car']",Other,['Other'],NA
7355,Their chemical activation by light halogen plasma lasers etc enhances their efficiency by reducing exposure time and number of appointments,"(2, 4)","['activation', 'light']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
7356,The best vodka is distilled from rye and barley malt but the cheaper corn and potatoes are commonly employed,"(2, 6)","['vodka', 'rye']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
7357,We put frozen prawns in the popcorn maker and we obtained prawn crackers,"(6, 7)","['popcorn', 'maker']","Product-Producer(e1,e2)",['Product-Producer'],"(e1,e2)"
7358,The woman left the room and walked down the hall and saw the novelist hunched before his computer,"(13, 17)","['novelist', 'computer']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
7359,The Piedmont area of Italy is wine country and is noted for the merits of the wine produced by its vintners,"(16, 20)","['wine', 'vintners']","Product-Producer(e1,e2)",['Product-Producer'],"(e1,e2)"
7360,The moisturizers primary function is to keep skin moist minimize wrinkles from dryness smoothe and soften skin and to deliver other ingredients like sunscreen that benefit the skin,"(10, 12)","['wrinkles', 'dryness']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
7361,Biodiesel is derived from vegetable oils,"(0, 5)","['Biodiesel', 'oils']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
7362,I find it hard to bend and reach and use the cupboards in my kitchen,"(11, 14)","['cupboards', 'kitchen']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
7363,The box contained an entire legacy of her life and the lives of those she had known and loved,"(1, 5)","['box', 'legacy']","Content-Container(e2,e1)",['Content-Container'],"(e2,e1)"
7364,The ancients cultivated the species Heracleum Sphondylium which is the parsnip a similar plant to carrots,"(1, 4)","['ancients', 'species']",Other,['Other'],NA
7365,This lamp causes serious skin burn and eye inflammation from shortwave ultraviolet radiation when outer envelope of the lamp is broken or punctured,"(8, 12)","['inflammation', 'radiation']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
7366,In contrast clay-textured soils are more difficult to prepare a canola seedbed because the clods can be too large when worked wet and they tend to crust once worked to a fine seedbed,"(10, 11)","['canola', 'seedbed']",Other,['Other'],NA
7367,We recommend rinsing your grater in warm water immediately after each use,"(4, 7)","['grater', 'water']",Other,['Other'],NA
7368,Virtually all hillside farmers grow maize during both seasons and many of the farmers cultivate beans rice and other crops as well,"(13, 15)","['farmers', 'beans']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
7369,The cabin passengers composed the elite,"(2, 5)","['passengers', 'elite']","Member-Collection(e1,e2)",['Member-Collection'],"(e1,e2)"
7370,Genuine joy comes from profound spiritual awareness on life and an absolute clarity of direction living for a purpose,"(1, 6)","['joy', 'awareness']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
7371,We repositioned ourselves and our events thus attracting scientists from complementary disciplines,"(8, 11)","['scientists', 'disciplines']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
7372,The detainee is kept in the cell 235 hours a day,"(1, 6)","['detainee', 'cell']",Other,['Other'],NA
7373,They are taking the brains from babies,"(4, 6)","['brains', 'babies']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
7374,Seller adds taxes as a separate line item on the seller invoice when applicable,"(10, 11)","['seller', 'invoice']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
7375,Research shows that 30% to 40% of law students experience depression after their first semester and this depression persists throughout law school,"(10, 14)","['depression', 'semester']",Other,['Other'],NA
7376,The broadsword was used in some units particularly Scottish regiments,"(1, 6)","['broadsword', 'units']","Instrument-Agency(e1,e2)",['Instrument-Agency'],"(e1,e2)"
7377,Each year over 2300 scientists from universities industries and government labs perform research at the NSLS,"(4, 6)","['scientists', 'universities']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
7378,The findings clearly show a high level of satisfaction from customers using new cutting-edge retail technology that has led to higher sales,"(8, 10)","['satisfaction', 'customers']",Other,['Other'],NA
7379,She looked like Lauren Bacall in those days and dated a few of the engineers from the refinery,"(14, 17)","['engineers', 'refinery']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
7380,The experimenters designed the shape and size of the enlarged fiber ends so they don experience the stresses that usually snap fibers and limit a short-fiber composite performance,"(1, 4)","['experimenters', 'shape']",Other,['Other'],NA
7381,Cuban ballplayers wield a bigger policy bat,"(1, 6)","['ballplayers', 'policy bat']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
7382,The light in the background is from the sunrise,"(1, 8)","['light', 'sunrise']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
7383,However the two brothers created the Glagolithic alphabet it was their disciple Saint Climent who invented the simpler Cyrillic alphabet and named it in honor of his teacher,"(3, 7)","['brothers', 'alphabet']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
7384,Chicken bouillon is obtained in three different forms either liquid powder or in cubes,"(0, 1)","['Chicken', 'bouillon']","Entity-Origin(e2,e1)",['Entity-Origin'],"(e2,e1)"
7385,Thieves used a blowtorch and bolt cutters to force their way through a fenced area topped with razor wire,"(0, 3)","['Thieves', 'blowtorch']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
7386,The booby trap Puller stepped on was made with a howitzer shell,"(2, 11)","['booby trap', 'howitzer shell']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
7387,The milled powder is then heated converting it into a vapour which is then carried in a stream of argon to be deposited on the wafer,"(10, 17)","['vapour', 'stream']",Other,['Other'],NA
7388,The information on the recorded talks is kept in the database,"(1, 10)","['information', 'database']","Content-Container(e1,e2)",['Content-Container'],"(e1,e2)"
7389,About 2000 feet of passageways have been located inside the cave and about half of that has been mapped,"(4, 10)","['passageways', 'cave']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
7390,The island was farmed for oats and barley until 1796 when the owner mandated that oak and alder trees be planted,"(1, 5)","['island', 'oats']","Entity-Origin(e2,e1)",['Entity-Origin'],"(e2,e1)"
7391,Because winter has been mild in much of the country oil prices have been low for the past few months,"(10, 11)","['oil', 'prices']",Other,['Other'],NA
7392,The watchmaker makes the watch he winds it up he sets it going he is outside the process but he initiates the process he sets the hands in motion,"(1, 4)","['watchmaker', 'watch']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
7393,The introduction of the gas stove the electric mixer and the food processor made the process easier faster and more reliable,"(1, 15)","['introduction', 'process']",Other,['Other'],NA
7394,Our powered scissors effortlessly cut fabrics gift wrap vinyl and much more,"(2, 5)","['scissors', 'fabrics']",Other,['Other'],NA
7395,The volunteers enjoy a sense of satisfaction and personal fulfillment from helping others and recent findings suggest that this feeling may well be a major reason why many people choose to volunteer,"(9, 11)","['fulfillment', 'helping']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
7396,The simulation study produces voluminous results since there are two types of models each with four different specifications and with two sample sizes involved,"(2, 5)","['study', 'results']",Other,['Other'],NA
7397,Stadler agrees stating that progress comes from unexpected sources,"(4, 8)","['progress', 'sources']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
7398,Interestingly the sink was inside the room,"(2, 6)","['sink', 'room']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
7399,The glass dome from the beginning of the century is gorgeous prices are reasonable and the waiters provide a show worth watching,"(16, 19)","['waiters', 'show']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
7400,And this means that researchers have lost a valuable lead in their hunt for the artists who created the figurines,"(15, 19)","['artists', 'figurines']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
7401,Im looking at one right now and he appears to be very content despite the fact that he trying to sleep in a kitchen that contains a noisy boiler,"(23, 28)","['kitchen', 'boiler']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
7402,It is best to use bold flavors in herb butter,"(8, 9)","['herb', 'butter']",Other,['Other'],NA
7403,Ribozymes also known as catalytic RNA and molecular scissors break down nucleic acid inside a cell cut out bad genetic information and splice in good material,"(12, 15)","['nucleic acid', 'cell']",Other,['Other'],NA
7404,This prescription drug alleviates panic from claustrophobia and is also very handy for airplane rides and in case of broken-down subway cars or elevators,"(4, 6)","['panic', 'claustrophobia']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
7405,The sauce is made from soybean flour chiles red beans and many other spices,"(1, 6)","['sauce', 'flour']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
7406,We do know this telecommunications company,"(4, 5)","['telecommunications', 'company']",Other,['Other'],NA
7407,In my Vancouver home there is small portion of our kitchen that contains my desk,"(10, 14)","['kitchen', 'desk']",Other,['Other'],NA
7408,The contents of the package included one opened individual candy bar wrapper four unopened candy bar wrappers one cardboard tray insert and two cash register receipts,"(4, 11)","['package', 'candy bar wrapper']","Content-Container(e2,e1)",['Content-Container'],"(e2,e1)"
7409,While public drinking regulations varied some form of the beer parlour became the norm across the country,"(2, 3)","['drinking', 'regulations']",Other,['Other'],NA
7410,After successful completion of the comprehensives the candidate writes a dissertation proposal,"(7, 11)","['candidate', 'proposal']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
7411,The contents of the questionnaire included the gender and age of the patient his/her knowledge of the procedure undertaken and the person obtaining consent,"(1, 7)","['contents', 'gender']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
7412,The decedent was a licensed commercial truck driver and had been employed by this trucking company for five years,"(14, 15)","['trucking', 'company']",Other,['Other'],NA
7413,The observatory has used a 45-meter cosmic radio emission telescope to make a number of important contributions,"(1, 9)","['observatory', 'telescope']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
7414,The boys sawed wood with the sawing machine this afternoon,"(1, 7)","['boys', 'machine']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
7415,With five of the six classes being a single credit hour and the sixth being three credit hours of capstone design sophomores juniors and seniors work directly with medical doctors nurses graduate students PhD and engineers from the medical industry,"(35, 39)","['engineers', 'medical industry']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
7416,After various rituals the oracle brought forth mysteriously cryptic answers that had somehow to be interpreted by the visitor,"(4, 9)","['oracle', 'answers']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
7417,It has helped to revive a city whose primary natural resource -- its charm -- is constantly threatened with extinction from overdevelopment,"(19, 21)","['extinction', 'overdevelopment']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
7418,The remarkably comprehensive 32-page 2004 Memorandum of Understanding prohibited the candidates from asking each other questions limited rebuttals to a mere 30 seconds barred direct follow-up questions and entirely prohibited surrebuttals,"(10, 15)","['candidates', 'questions']",Other,['Other'],NA
7419,Then I put candy in my jar,"(3, 6)","['candy', 'jar']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
7420,First the contents of the proposal included a detailed cost analysis accurate marketing analysis and a preliminary project execution plan,"(5, 10)","['proposal', 'cost analysis']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
7421,The physician brought only his stethoscope and otoscope,"(1, 5)","['physician', 'stethoscope']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
7422,Francis Hauksbee proves that sound needs air to travel by experiments with a clock inside a vacuum,"(13, 16)","['clock', 'vacuum']",Other,['Other'],NA
7423,His favorite wine was made with the Loire Valley red wine grape,"(2, 11)","['wine', 'grape']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
7424,Cinnamon oil is distilled from bark chips and used to alleviate stomach upsets,"(1, 6)","['oil', 'chips']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
7425,The recommendations contained the following key points and highlights,"(1, 6)","['recommendations', 'key points']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
7426,Rather the entrails contained mostly apples and corn,"(2, 5)","['entrails', 'apples']","Content-Container(e2,e1)",['Content-Container'],"(e2,e1)"
7427,The envelope contained an important intelligence discovery of the war,"(1, 6)","['envelope', 'discovery']","Content-Container(e2,e1)",['Content-Container'],"(e2,e1)"
7428,The library contained books of guidance on the processes,"(1, 3)","['library', 'books']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
7429,The ghosts in my house are mischievous like little children,"(1, 4)","['ghosts', 'house']",Other,['Other'],NA
7430,Diabetes drug shows promise for preventing brain injury from radiation therapy,"(7, 10)","['injury', 'therapy']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
7431,Francisco Garcia Lorca sees the horse carrying the rider against his will to his death,"(5, 8)","['horse', 'rider']","Instrument-Agency(e1,e2)",['Instrument-Agency'],"(e1,e2)"
7432,The date for final payment is shown on the confirmation invoice,"(9, 10)","['confirmation', 'invoice']",Other,['Other'],NA
7433,A humidifier keeps the greenhouse between 47 and 58 percent humidity,"(1, 4)","['humidifier', 'greenhouse']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
7434,To better follow the quality the company manufactures itself the necessary fabrics starting from the purchase of the yarn,"(6, 11)","['company', 'fabrics']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
7435,It also includes an automatic purge valve for quick equalization after changes in atmospheric pressure,"(9, 11)","['equalization', 'changes']",Other,['Other'],NA
7436,Taxi driver spotted stolen car shortly after police sent out an alert,"(1, 4)","['driver', 'car']",Other,['Other'],NA
7437,Elecom gear drive keyboard prevents typing errors,"(3, 6)","['keyboard', 'errors']",Other,['Other'],NA
7438,Well this footballer kicked the ball the hardest he could and hit me,"(2, 5)","['footballer', 'ball']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
7439,The kitchen holds patient drinks and snacks,"(1, 4)","['kitchen', 'drinks']","Content-Container(e2,e1)",['Content-Container'],"(e2,e1)"
7440,The box contained the jumbled skeletal remains of what appeared to be sheep as well as a variety of other mammals,"(1, 6)","['box', 'skeletal remains']","Content-Container(e2,e1)",['Content-Container'],"(e2,e1)"
7441,In prolific suspense novelist Johansen energetic new Eve Duncan thriller Countdown 2005 etc the forensics sculptor makes a dangerous deal with a Colombian weapons dealer,"(15, 19)","['sculptor', 'deal']",Other,['Other'],NA
7442,This view from the inside is from the bridge that spans Atherton Street,"(1, 8)","['view', 'bridge']",Other,['Other'],NA
7443,Unlike most of the annual showers the antihelion radiant is produced by debris from unknown sources orbiting in a direct motion like the earth,"(8, 12)","['antihelion radiant', 'debris']",Other,['Other'],NA
7444,Yanbian is also blessed with agricultural riches and is a major tobacco producer,"(11, 12)","['tobacco', 'producer']","Product-Producer(e1,e2)",['Product-Producer'],"(e1,e2)"
7445,The kitchen holds many opportunities for teaching kids as well as having fun,"(1, 4)","['kitchen', 'opportunities']",Other,['Other'],NA
7446,The debate starts with Smalley questions about Drexler proposal,"(1, 5)","['debate', 'questions']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
7447,Apparantly you think two wrongs can make a right but that doesn help the starving people of Zimbabwe who were previously not starving due to the land being farmed for profit instead of used as political gifts,"(26, 30)","['land', 'profit']",Other,['Other'],NA
7448,Paul Powell wasn the only public figure in Illinois to keep money in a shoe box,"(11, 15)","['money', 'shoe box']","Content-Container(e1,e2)",['Content-Container'],"(e1,e2)"
7449,In my tests with a final engineering prototype Scooba generally did a fine job cleaning the linoleum in my kitchen after my 2-year-old daughter birthday party,"(16, 19)","['linoleum', 'kitchen']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
7450,The following are verbatim excerpts from a lengthy article,"(4, 8)","['excerpts', 'article']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
7451,The kitchen contents include an ice dispensing refrigerator ovens a toaster and a coffee maker,"(1, 7)","['kitchen', 'refrigerator']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
7452,A White House usher prepares the blue room for a luncheon for the European Commission,"(3, 7)","['usher', 'room']",Other,['Other'],NA
7453,The Wal-Mart Supercenter plans to employ as many as 455 associates including 180 planned new jobs created by the relocation,"(15, 19)","['jobs', 'relocation']",Other,['Other'],NA
7454,In the case of aerodynamic lift the aircraft is kept in the air by wings or rotors see aerodynamics,"(7, 12)","['aircraft', 'air']",Other,['Other'],NA
7455,That all paper stored in a binder by the door of the room,"(2, 6)","['paper', 'binder']","Content-Container(e1,e2)",['Content-Container'],"(e1,e2)"
7456,The data are derived primarily from a three-nation survey conducted for the Harvard School of Public Health and The Robert Wood Johnson Foundation by Louis Harris and Associates and its international affiliates between 10 June and 14 September 1994,"(1, 8)","['data', 'survey']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
7457,The founders designed the constitution to transform the barbarian rule we rejected as colonies into a civilization befitting the dignity of a free people,"(1, 4)","['founders', 'constitution']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
7458,The rain begets the food we eat,"(1, 4)","['rain', 'food']",Other,['Other'],NA
7459,On windy days I feel the drafts coming from the baseboards in my house,"(10, 13)","['baseboards', 'house']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
7460,The local citizens farmed for a living raising a variety of crops including peanuts cotton hay sorghum and a variety of truck crops,"(2, 6)","['citizens', 'living']",Other,['Other'],NA
7461,It is set in a future in which the oceans are farmed for food,"(9, 13)","['oceans', 'food']","Entity-Origin(e2,e1)",['Entity-Origin'],"(e2,e1)"
7462,Scientific progress comes from breakthroughs and breakthroughs by their very nature are unpredictable and surprising in their impact,"(1, 4)","['progress', 'breakthroughs']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
7463,Sunflower oil is obtained by extracting oil from sunflower seeds,"(0, 1)","['Sunflower', 'oil']","Entity-Origin(e2,e1)",['Entity-Origin'],"(e2,e1)"
7464,Entering the fissure created by the meteor impact Sephiroth merged with all the energy of the planet granting him god-like power over it,"(2, 7)","['fissure', 'impact']",Other,['Other'],NA
7465,The good friar was insistent on both celibacy and abstinence from laughter,"(9, 11)","['abstinence', 'laughter']",Other,['Other'],NA
7466,The production assistant is basically the guy who makes coffee and goes to the post office,"(6, 9)","['guy', 'coffee']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
7467,Crude soybean oil meeting exchange-approved grades and standards-see exchange Rules and Regulations for exact specifications,"(1, 2)","['soybean', 'oil']","Entity-Origin(e2,e1)",['Entity-Origin'],"(e2,e1)"
7468,On the other hand the information being carried in a high frequency quasi-sinusoidal wave invites comparisons with the auditory system of vertebrates,"(5, 13)","['information', 'wave']",Other,['Other'],NA
7469,Others think that the underwater ruins are from a different ancient monument perhaps a temple that gradually sank beneath the waves,"(5, 11)","['ruins', 'monument']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
7470,Judges wear the bench wig when they are sitting in court,"(0, 4)","['Judges', 'wig']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
7471,Try a Google search for the motherboard manufacturer and exact model if the information is not listed above,"(6, 7)","['motherboard', 'manufacturer']","Product-Producer(e1,e2)",['Product-Producer'],"(e1,e2)"
7472,A midwife assists the birth and women usually rely on their mothers or other women for support during labour,"(1, 4)","['midwife', 'birth']",Other,['Other'],NA
7473,A letterbox is a plastic screw-top bottle that contains a small notebook and a unique rubber stamp,"(6, 11)","['bottle', 'notebook']","Content-Container(e2,e1)",['Content-Container'],"(e2,e1)"
7474,Until last year Afghanistan was an opium exporter not a major heroin producer,"(11, 12)","['heroin', 'producer']","Product-Producer(e1,e2)",['Product-Producer'],"(e1,e2)"
7475,The art in the book is from the city of Tulsa public collection as well as other collections,"(1, 12)","['art', 'collection']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
7476,The afterglow is produced by shock waves in the jets of tenuous gas that shoot from the blast at almost the speed of light,"(1, 6)","['afterglow', 'shock waves']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
7477,We kept the antenna inside the car which limited range due to the car attenuation,"(3, 6)","['antenna', 'car']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
7478,The Corel data set is relatively simple because the annotations are nouns selected from a relatively small vocabulary,"(11, 17)","['nouns', 'vocabulary']","Member-Collection(e1,e2)",['Member-Collection'],"(e1,e2)"
7479,Like normal Simon games it starts with a one digit sequence and then increases indefinitely until the caller makes a mistake,"(17, 20)","['caller', 'mistake']","Cause-Effect(e1,e2)",['Cause-Effect'],"(e1,e2)"
7480,Profit from sale of investments is tax-free for general insurers,"(0, 2)","['Profit', 'sale']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
7481,The conference center has at least one dedicated main conference room that contains a minimum of 1000 square feet,"(10, 18)","['room', 'square feet']",Other,['Other'],NA
7482,The design of the shape of the can ends moreover has a marked effect on their ability to resist deformation from internal pressure,"(19, 22)","['deformation', 'pressure']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
